Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,32.0,2,1,25.46378,12099.50902,475.16549
Chaetoceros sp.,BACILLARIOPHYTA,8/14/2018,32.0,2,3,2.00002,3267.28610,1633.62680
Gomphonema sp.,BACILLARIOPHYTA,8/14/2018,32.0,2,1,12.10633,8671.55564,716.28252
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,32.0,2,2,50.92756,1222.26140,24.00000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,32.0,2,4,101.85512,48398.03609,475.16549
Seminavis sp.,BACILLARIOPHYTA,8/14/2018,32.0,2,1,0.66667,160.02416,240.03385
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,32.0,2,1,25.46378,19599.20470,769.68955
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,32.0,2,14,356.49291,329266.63894,923.62746
Tryblionella littoralis,BACILLARIOPHYTA,8/14/2018,32.0,2,1,25.46378,227990.74854,8953.53150
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,32.0,2,86,2189.88501,128994.76562,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,32.0,2,1,0.66667,2885.05551,4327.54023
Pyramimonas spp.,CHLOROPHYTA,8/14/2018,32.0,2,1,25.46378,833.29952,32.72490
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,32.0,2,145,3692.24797,313187.29141,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,32.0,2,40,1018.55117,516245.71833,506.84319
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,32.0,2,470,335103.33333,60182.62456,0.17959
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,32.0,2,10,254.63779,9599.61046,37.69908
Unknown Dinoflagellate,DINOPHYCEAE,8/14/2018,32.0,2,1,0.66667,957.84541,1436.75383
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,36.0,2,6,85.55830,5644.57095,65.97339
Achnanthidium sp.,BACILLARIOPHYTA,8/14/2018,36.0,2,1,14.25972,627.17455,43.98226
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,36.0,2,1,14.25972,17202.50195,1206.37056
Aulacoseira sp.,BACILLARIOPHYTA,8/14/2018,36.0,2,2,24.21267,60453.67406,2496.77865
Cocconeis sp.,BACILLARIOPHYTA,8/14/2018,36.0,2,1,12.10633,5961.69450,492.44423
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,36.0,2,1,14.25972,3583.85457,251.32720
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,36.0,2,9,128.33745,9817.81468,76.50000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,36.0,2,4,57.03887,27102.90021,475.16549
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,36.0,2,2,28.51943,1075.15637,37.69908
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,36.0,2,18,256.67489,121963.05095,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,36.0,2,1,0.66667,442.44499,663.66089
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,36.0,2,1,712.98582,10079.59099,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,36.0,2,121,1725.42567,67757.25053,39.26987
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,36.0,2,1,14.25972,739.17001,51.83624
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,36.0,2,108,1540.04936,130631.49920,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,36.0,2,10,142.59716,26281.60021,184.30661
Dolichospermum sp.,CYANOPHYCEAE,8/14/2018,36.0,2,94,1340.41333,105275.72810,78.53975
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,36.0,2,299,213182.75887,38286.39307,0.17959
Pseudanabaena sp.,CYANOPHYCEAE,8/14/2018,36.0,2,6,85.55830,362.86528,4.24115
Unknown Cyanophyte,CYANOPHYCEAE,8/14/2018,36.0,2,71,1012.43986,12468.23006,12.31503
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,36.0,2,2,28.51943,806.36728,28.27431
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,36.0,2,2,1425.97163,5973.09096,4.18879
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,657.0,2,8,38.02591,1971.12002,51.83624
Achnanthidium sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,425.58273,89.53532
Amphora sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,0.40000,100.00831,250.01828
Asterionella formosa,BACILLARIOPHYTA,8/14/2018,657.0,2,3,14.25972,6963.72355,488.34938
Aulacoseira granulata var. angustissima,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,1243.14956,261.53737
Cocconeis sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,8,38.02591,25624.56020,673.87106
Cyclotella meneghiniana,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,1194.61819,251.32720
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,6,28.51943,11199.54554,392.69875
Encyonema minutum,BACILLARIOPHYTA,8/14/2018,657.0,2,3,14.25972,1369.21081,96.01950
Fragilaria construens,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,1254.34910,263.89356
Gomphonema parvulum,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,312.22017,65.68577
Gomphonema sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,3,14.25972,806.36728,56.54862
Hippodonta sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,470.38091,98.96008
Lemnicola sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,1075.15637,226.19448
Navicula spp.,BACILLARIOPHYTA,8/14/2018,657.0,2,3,14.25972,3695.85003,259.18118
Nitzschia dissipata,BACILLARIOPHYTA,8/14/2018,657.0,2,1,0.40000,77.40077,193.50000
Nitzschia fruticosa,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,313.71376,66.00000
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,657.0,2,11,52.28563,1150.28378,22.00000
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,791.41426,166.50000
Pseudostaurosira sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,1574.65610,331.28067
Rhoicosphenia sp.,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,179.84466,37.83624
Staurosira venter,BACILLARIOPHYTA,8/14/2018,657.0,2,3,14.25972,1679.93183,117.80963
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,657.0,2,5,23.76619,9332.95462,392.69875
Tryblionella debilis,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,7055.71369,1484.40128
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,657.0,2,21,99.81801,5879.76141,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,657.0,2,1,4.75324,783.96819,164.93348
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,657.0,2,1,7.26380,7342.29744,1010.80658
Drepanochloris nannoselene,CHLOROPHYTA,8/14/2018,657.0,2,8,38.02591,253.85637,6.67588
Monoraphidium spp.,CHLOROPHYTA,8/14/2018,657.0,2,3,14.25972,418.11637,29.32151
Scenedesmus sp.,CHLOROPHYTA,8/14/2018,657.0,2,4,19.01296,199.10303,10.47197
Unknown Chlorophyte,CHLOROPHYTA,8/14/2018,657.0,2,5,2138.95745,30238.77296,14.13716
Cryptomonas spp.,CRYPTOPHYTA,8/14/2018,657.0,2,3,14.25972,12692.81828,890.11717
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,657.0,2,193,917.37508,76085.23260,82.93798
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,657.0,2,7,33.27267,13066.13647,392.69875
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,657.0,2,197,84274.92340,15135.28984,0.17959
Unknown Cyanophyte,CYANOPHYCEAE,8/14/2018,657.0,2,11,52.28563,277.18875,5.30143
Unknown Dinoflagellate,DINOPHYCEAE,8/14/2018,657.0,2,1,4.75324,13665.93435,2875.07845
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,657.0,2,1,4.75324,2707.80123,569.67499
Achnanthidium sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,7.26380,296.65848,40.84067
Amphora sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,0.40000,116.00963,290.02120
Cerataulina sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,0.40000,5415.52671,13538.68211
Chaetoceros sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,2,13.36848,3674.85088,274.88913
Cyclotella sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,6.68424,1679.93183,251.32720
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,6.68424,80.21090,12.00000
Rhoicosphenia sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,6.68424,4947.99037,740.24704
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,9,60.15818,1275.69823,21.20573
Thalassionema sp.,BACILLARIOPHYTA,9/18/2018,6.0,2,1,0.40000,154.80154,387.00000
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,6.0,2,3,20.05273,9528.36336,475.16549
Tryblionella debilis,BACILLARIOPHYTA,9/18/2018,6.0,2,1,0.40000,207.34700,518.36235
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,6.0,2,25,167.10605,9843.35057,58.90481
Cryptomonas spp.,CRYPTOPHYTA,9/18/2018,6.0,2,2,14.52760,9249.65935,636.69557
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,6.0,2,226,1510.63870,79096.79039,52.35983
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,6.0,2,10,66.84242,53232.83991,796.39306
Unknown Cryptophyte,CRYPTOPHYTA,9/18/2018,6.0,2,1,427.79149,3583.85457,8.37757
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,6.0,2,232,99247.62553,26606.53635,0.26808
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,6.0,2,19,127.00060,9974.59525,78.53975
Heterocapsa sp.,DINOPHYCEAE,9/18/2018,6.0,2,9,60.15818,11339.53986,188.49540
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,6.0,2,1,0.40000,7740.95476,19352.19440
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,6.0,2,3,20.05273,8221.16640,409.97749
Actinocyclus sp.,BACILLARIOPHYTA,9/18/2018,13.0,2,1,0.40000,4447.59320,11118.87241
Actinoptychus senarius,BACILLARIOPHYTA,9/18/2018,13.0,2,1,10.43394,4957.84760,475.16549
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,13.0,2,9,93.90545,9219.13810,98.17469
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,13.0,2,1,10.43394,4097.39471,392.69875
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,13.0,2,7,73.03757,28681.76297,392.69875
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,13.0,2,2,427.79149,8231.66597,19.24224
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,13.0,2,1,10.43394,516.47997,49.50000
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,13.0,2,33,344.31998,20282.10382,58.90481
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,13.0,2,1,7.26380,19442.54054,2676.63468
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,13.0,2,166,1732.03383,146916.18474,84.82293
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,13.0,2,75,782.54541,377556.89404,482.47283
Unknown Cryptophyte,CRYPTOPHYTA,9/18/2018,13.0,2,3,641.68723,5375.78186,8.37757
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,13.0,2,398,85130.50638,22821.98592,0.26808
Gyrodinium spp.,DINOPHYCEAE,9/18/2018,13.0,2,1,10.43394,5506.89849,527.78712
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,13.0,2,12,125.20727,9833.74731,78.53975
Prorocentrum micans,DINOPHYCEAE,9/18/2018,13.0,2,1,7.26380,58738.37951,8086.45266
Tripos furca,DINOPHYCEAE,9/18/2018,13.0,2,1,0.40000,16641.79754,41604.08000
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,13.0,2,1,10.43394,4572.69250,438.25180
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,13.0,2,1,0.40000,503.28772,1258.20680
Unknown Haptophyte,HAPTOPHYTA,9/18/2018,13.0,2,1,10.43394,682.89912,65.44979
Heterosigma akashiwo,RAPHIDOPHYCEAE,9/18/2018,13.0,2,1,10.43394,3496.44349,335.10293
Unknown Raphidophyte,RAPHIDOPHYCEAE,9/18/2018,13.0,2,12,2566.74894,36286.52756,14.13716
Actinoptychus senarius,BACILLARIOPHYTA,9/18/2018,18.0,2,2,38.89014,66158.76994,1701.17099
Chaetoceros sp.,BACILLARIOPHYTA,9/18/2018,18.0,2,1,19.44507,5864.48930,301.59264
Fragilariopsis kerguelensis,BACILLARIOPHYTA,9/18/2018,18.0,2,1,7.26380,6845.96498,942.47700
Odontella aurita,BACILLARIOPHYTA,9/18/2018,18.0,2,1,7.26380,37276.27930,5131.78727
Plagiolemma confusum,BACILLARIOPHYTA,9/18/2018,18.0,2,1,19.44507,210144.19999,10807.06960
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/18/2018,18.0,2,5,97.22534,11667.04062,120.00000
Rhizosolenia setigera,BACILLARIOPHYTA,9/18/2018,18.0,2,1,19.44507,559081.31347,28751.83168
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,18.0,2,17,330.56615,32453.22856,98.17469
Thalassiosira eccentrica,BACILLARIOPHYTA,9/18/2018,18.0,2,1,7.26380,101531.36559,13977.71931
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,18.0,2,13,252.78588,120115.12594,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,18.0,2,2,38.89014,46915.91442,1206.37056
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,18.0,2,3,1283.37447,24694.99792,19.24224
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,18.0,2,57,1108.36886,65288.25981,58.90481
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,18.0,2,3,58.33520,8155.30544,139.80076
Pyramimonas longicauda,CHLOROPHYTA,9/18/2018,18.0,2,2,38.89014,14253.96705,366.51883
Unknown Chlorophyte,CHLOROPHYTA,9/18/2018,18.0,2,2,38.89014,1272.67563,32.72490
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,18.0,2,112,2177.84758,184731.41302,84.82293
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,18.0,2,39,758.35764,603950.76547,796.39307
Unknown Cryptophyte,CRYPTOPHYTA,9/18/2018,18.0,2,1,427.79149,3583.85457,8.37757
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,18.0,2,199,85130.50638,22821.98592,0.26808
Akashiwo sanguinea,DINOPHYCEAE,9/18/2018,18.0,2,1,19.44507,1202871.91685,61860.00149
Gyrodinium spp.,DINOPHYCEAE,9/18/2018,18.0,2,1,0.40000,540.35886,1350.88370
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,18.0,2,30,583.35203,61088.43023,104.71967
Heterocapsa sp.,DINOPHYCEAE,9/18/2018,18.0,2,2,38.89014,28507.93411,733.03767
Phalacroma oxytoxoides,DINOPHYCEAE,9/18/2018,18.0,2,1,7.26380,59689.20798,8217.35224
Prorocentrum micans,DINOPHYCEAE,9/18/2018,18.0,2,2,14.52760,73023.62643,5026.54400
Prorocentrum triestinum,DINOPHYCEAE,9/18/2018,18.0,2,1,19.44507,16493.87616,848.22930
Protoperidinium bipes,DINOPHYCEAE,9/18/2018,18.0,2,1,19.44507,23407.05018,1203.75257
Tripos furca,DINOPHYCEAE,9/18/2018,18.0,2,2,14.52760,922562.24035,63504.10026
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,18.0,2,1,19.44507,8672.92807,446.02200
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,18.0,2,1,19.44507,27937.77543,1436.75383
Heterosigma akashiwo,RAPHIDOPHYCEAE,9/18/2018,18.0,2,2,38.89014,7330.61163,188.49540
Unknown Raphidophyte,RAPHIDOPHYCEAE,9/18/2018,18.0,2,1,427.79149,6047.75459,14.13716
Actinoptychus senarius,BACILLARIOPHYTA,9/18/2018,22.0,2,3,1.20001,2721.90065,2268.22798
Chaetoceros sp.,BACILLARIOPHYTA,9/18/2018,22.0,2,1,15.27827,4895.80134,320.44218
Fragilariopsis kerguelensis,BACILLARIOPHYTA,9/18/2018,22.0,2,1,15.27827,18719.24041,1225.22010
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,22.0,2,2,30.55653,855.58298,28.00000
Plagiolemma confusum,BACILLARIOPHYTA,9/18/2018,22.0,2,1,15.27827,172684.99275,11302.65542
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/18/2018,22.0,2,6,91.66960,9625.30851,105.00000
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,22.0,2,16,244.45228,14399.41570,58.90481
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,22.0,2,19,290.28708,72957.03953,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,22.0,2,2,14.52760,19784.83878,1361.87927
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,22.0,2,1,0.40000,1801.09146,4502.68387
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,22.0,2,3,641.68723,9071.63189,14.13716
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,22.0,2,99,1512.54848,89096.38463,58.90481
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,22.0,2,3,45.83480,3437.61018,75.00000
Pyramimonas longicauda,CHLOROPHYTA,9/18/2018,22.0,2,1,15.27827,4095.83380,268.08235
Unknown Chlorophyte,CHLOROPHYTA,9/18/2018,22.0,2,3,45.83480,1499.93914,32.72490
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,22.0,2,70,1069.47872,197112.00154,184.30661
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,22.0,2,44,672.24377,535370.27562,796.39307
Unknown Cryptophyte,CRYPTOPHYTA,9/18/2018,22.0,2,1,213.89574,1791.92729,8.37757
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,22.0,2,259,55398.99787,14851.49335,0.26808
Akashiwo sanguinea,DINOPHYCEAE,9/18/2018,22.0,2,2,14.52760,913282.15449,62865.31029
Dinophysis sp.,DINOPHYCEAE,9/18/2018,22.0,2,1,7.26380,110995.91217,15280.69376
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,22.0,2,25,381.95669,10799.56177,28.27431
Heterocapsa sp.,DINOPHYCEAE,9/18/2018,22.0,2,1,15.27827,3167.87145,207.34494
Phalacroma oxytoxoides,DINOPHYCEAE,9/18/2018,22.0,2,2,0.80001,6104.37953,7630.39851
Prorocentrum micans,DINOPHYCEAE,9/18/2018,22.0,2,1,15.27827,49198.00363,3220.12975
Protoperidinium bipes,DINOPHYCEAE,9/18/2018,22.0,2,1,0.40000,985.21242,2463.00656
Tripos furca,DINOPHYCEAE,9/18/2018,22.0,2,1,7.26380,74849.21709,10304.41520
Tripos fusus,DINOPHYCEAE,9/18/2018,22.0,2,1,15.27827,157433.61162,10304.41520
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,22.0,2,2,30.55653,9599.61046,314.15900
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,22.0,2,2,30.55653,43902.21853,1436.75383
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,22.0,2,1,15.27827,1889.92331,123.70011
Heterosigma akashiwo,RAPHIDOPHYCEAE,9/18/2018,22.0,2,2,30.55653,3699.04990,121.05593
Unknown Raphidophyte,RAPHIDOPHYCEAE,9/18/2018,22.0,2,1,213.89574,3023.87730,14.13716
Unknown Raphidophyte,RAPHIDOPHYCEAE,9/18/2018,22.0,2,1,15.27827,42334.28215,2770.88238
Actinocyclus sp.,BACILLARIOPHYTA,9/18/2018,27.0,2,1,7.26380,137130.38347,18878.59971
Actinoptychus senarius,BACILLARIOPHYTA,9/18/2018,27.0,2,5,46.49907,136950.96451,2945.24062
Aulacoseira sp.,BACILLARIOPHYTA,9/18/2018,27.0,2,1,9.29981,5843.24115,628.31800
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,27.0,2,3,27.89944,2636.49755,94.50000
Paralia sulcata,BACILLARIOPHYTA,9/18/2018,27.0,2,9,83.69833,134628.27615,1608.49408
Plagiolemma confusum,BACILLARIOPHYTA,9/18/2018,27.0,2,1,0.40000,2613.82888,6534.50720
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/18/2018,27.0,2,2,18.59963,2231.95560,120.00000
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,27.0,2,27,251.09500,8874.42250,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,27.0,2,6,55.79889,37031.54080,663.66089
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,27.0,2,1,9.29981,11219.02301,1206.37056
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,27.0,2,2,18.59963,1080765.88356,58106.84864
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,27.0,2,3,641.68723,12347.49896,19.24224
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,27.0,2,149,1385.67243,81622.77485,58.90481
Unknown Chlorophyte,CHLOROPHYTA,9/18/2018,27.0,2,1,9.29981,304.33548,32.72490
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,27.0,2,79,734.68538,62318.16689,84.82293
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,27.0,2,6,55.79889,24746.12628,443.48779
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,27.0,2,213,45559.79362,8182.27598,0.17959
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,27.0,2,7,65.09870,1840.62096,28.27431
Prorocentrum triestinum,DINOPHYCEAE,9/18/2018,27.0,2,1,9.29981,7304.05144,785.39750
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,27.0,2,1,9.29981,1544.80688,166.11157
Actinocyclus sp.,BACILLARIOPHYTA,9/18/2018,32.0,2,1,0.40000,1832.19351,4580.43822
Actinoptychus senarius,BACILLARIOPHYTA,9/18/2018,32.0,2,1,7.26380,9892.41939,1361.87927
Cocconeis sp.,BACILLARIOPHYTA,9/18/2018,32.0,2,1,0.40000,316.67542,791.68068
Fragilaria brevistriata var. trigibba,BACILLARIOPHYTA,9/18/2018,32.0,2,1,7.26380,1369.19300,188.49540
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,32.0,2,11,247.66876,10402.08779,42.00000
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,32.0,2,1,0.40000,2100.02089,5250.00000
Paralia sulcata,BACILLARIOPHYTA,9/18/2018,32.0,2,3,67.54602,38514.64767,570.19859
Pleurosigma sp.,BACILLARIOPHYTA,9/18/2018,32.0,2,1,7.26380,36725.77572,5056.00000
Skeletonema sp.,BACILLARIOPHYTA,9/18/2018,32.0,2,12,270.18410,15915.14367,58.90481
Surirella sp.,BACILLARIOPHYTA,9/18/2018,32.0,2,1,0.40000,1146.06343,2865.13008
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,32.0,2,10,225.15342,56587.17748,251.32720
Trigonium alternans,BACILLARIOPHYTA,9/18/2018,32.0,2,2,0.80001,5308.08326,6635.03808
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,32.0,2,6,2566.74894,64509.38232,25.13272
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,32.0,2,173,3895.15409,229443.32117,58.90481
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,32.0,2,2,14.52760,3708.23103,255.25419
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,32.0,2,90,2026.38074,171883.55158,84.82293
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,32.0,2,5,112.57671,20748.63174,184.30661
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,32.0,2,507,216890.28511,38952.24339,0.17959
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,32.0,2,4,90.06137,9431.19625,104.71967
Prorocentrum triestinum,DINOPHYCEAE,9/18/2018,32.0,2,1,7.26380,27459.92619,3780.37997
Unknown Euglenophyte,EUGLENOPHYTA,9/18/2018,32.0,2,1,7.26380,11136.10303,1533.09592
Unknown Raphidophyte,RAPHIDOPHYCEAE,9/18/2018,32.0,2,1,427.79149,6047.75459,14.13716
Achnanthidium minutissimum,BACILLARIOPHYTA,9/18/2018,36.0,2,8,237.66194,12319.50010,51.83623
Cocconeis sp.,BACILLARIOPHYTA,9/18/2018,36.0,2,1,29.70774,11899.51714,400.55273
Craticula sp.,BACILLARIOPHYTA,9/18/2018,36.0,2,1,29.70774,5599.77277,188.49540
Nitzschia spp.,BACILLARIOPHYTA,9/18/2018,36.0,2,4,118.83097,2376.61939,20.00000
Paralia sulcata,BACILLARIOPHYTA,9/18/2018,36.0,2,2,59.41548,28232.18772,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,36.0,2,5,148.53871,98579.33316,663.66089
Thalassiosira spp.,BACILLARIOPHYTA,9/18/2018,36.0,2,1,29.70774,3585347.84624,120687.32144
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,36.0,2,4,8555.82979,120955.09186,14.13716
Unknown Diatom,BACILLARIOPHYTA,9/18/2018,36.0,2,95,2822.23552,166243.25414,58.90481
Oedogonium sp.,CHLOROPHYTA,9/18/2018,36.0,2,6,12.00012,224387.15618,18698.74368
Cryptomonas spp.,CRYPTOPHYTA,9/18/2018,36.0,2,1,29.70774,6802.47952,228.98002
Plagioselmis prolonga,CRYPTOPHYTA,9/18/2018,36.0,2,171,5080.02394,430902.51474,84.82293
Teleaulax sp.,CRYPTOPHYTA,9/18/2018,36.0,2,14,415.90839,163326.70582,392.69875
Unknown Cryptophyte,CRYPTOPHYTA,9/18/2018,36.0,2,8,17111.65957,125434.91007,7.33038
Dolichospermum sp.,CYANOPHYCEAE,9/18/2018,36.0,2,28,831.81678,54442.23527,65.44979
Eucapsis microscopica,CYANOPHYCEAE,9/18/2018,36.0,2,549,1174287.63830,314805.78574,0.26808
Unknown Cyanophyte,CYANOPHYCEAE,9/18/2018,36.0,2,36,72.00072,452.39346,6.28318
Heterocapsa rotundata,DINOPHYCEAE,9/18/2018,36.0,2,2,59.41548,4666.47731,78.53975
Unknown Dinoflagellate,DINOPHYCEAE,9/18/2018,36.0,2,1,29.70774,6159.75005,207.34494
Achnanthidium sp.,BACILLARIOPHYTA,9/18/2018,657.0,2,6,25.66749,1330.50601,51.83624
Cocconeis sp.,BACILLARIOPHYTA,9/18/2018,657.0,2,4,17.11166,11853.59900,692.72060
Encyonema sp.,BACILLARIOPHYTA,9/18/2018,657.0,2,2,8.55583,556.20737,65.00917
Fragilaria brevistriata,BACILLARIOPHYTA,9/18/2018,657.0,2,3,21.79140,4107.57899,188.49540
Fragilaria construens,BACILLARIOPHYTA,9/18/2018,657.0,2,1,4.27791,1881.52365,439.82260
Navicula spp.,BACILLARIOPHYTA,9/18/2018,657.0,2,1,0.40000,150.79782,376.99080
